koma_id,kanji,page,position,koma,chara_num,whos,eyes,face_direction,eyes_num,page_id,four_komas_id,tobirae_page,wasuu,grade,month,wasuu_page
02-031-7,2,31,L,3,3,"ゆ,唯,縁,","デ,デ,デ","←,→,→,",4,02-031,02-031-L,False,17,1,03月,8
02-031-8,2,31,L,4,1,"ゆ,",デ,"↓,",2,02-031,02-031-L,False,17,1,03月,8
02-032-1,2,32,R,1,0,,n,nan,1,02-032,02-032-R,False,17,1,03月,8
02-032-2,2,32,R,2,1,"縁,",詳,"↓,",2,02-032,02-032-R,False,17,1,03月,8
02-032-3,2,32,R,3,1,"唯,",詳,"→,",2,02-032,02-032-R,False,17,1,03月,8
02-032-4,2,32,R,4,3,"縁,唯,ゆ,",n,"↑,↑,↑,",1,02-032,02-032-R,False,17,1,03月,8
02-032-5,2,32,L,1,2,"縁,唯,",デ,"↓,↑,",2,02-032,02-032-L,False,17,1,03月,8
02-032-6,2,32,L,2,2,"ゆ,唯,","デ,デ","↓,↓,",3,02-032,02-032-L,False,17,1,03月,8
02-032-7,2,32,L,3,1,"縁,",詳,"↓,",2,02-032,02-032-L,False,17,1,03月,8
02-032-8,2,32,L,4,3,"ゆ,唯,縁,","デ,詳,デ","←,↓,↓,",4,02-032,02-032-L,False,17,1,03月,8
02-035-3,2,35,R,3,1,"ゆ,",詳,"↓,",2,02-035,02-035-R,True,18,2,04月,7
02-035-4,2,35,R,4,2,"ゆ,唯,",デ,"↓,↑,",2,02-035,02-035-R,True,18,2,04月,7
02-035-7,2,35,L,3,3,"ゆ,縁,唯,","デ,デ","↑,↓,↓,",3,02-035,02-035-L,True,18,2,04月,7
02-035-8,2,35,L,4,2,"ゆ,唯,",デ,"↓,↑,",2,02-035,02-035-L,True,18,2,04月,7
02-036-1,2,36,R,1,2,"ゆ,唯,",デ,"↑,↓,",2,02-036,02-036-R,False,18,2,04月,7
02-036-2,2,36,R,2,3,"唯,縁,ゆ,","デ,デ,デ","←,←,↓,",4,02-036,02-036-R,False,18,2,04月,7
02-036-3,2,36,R,3,2,"縁,唯,","詳,詳","↓,↓,",3,02-036,02-036-R,False,18,2,04月,7
02-036-4,2,36,R,4,3,"ゆ,縁,唯,","デ,デ","↑,↓,↓,",3,02-036,02-036-R,False,18,2,04月,7
02-036-5,2,36,L,1,1,"ゆ,",詳,"↓,",2,02-036,02-036-L,False,18,2,04月,7
02-036-6,2,36,L,2,2,"縁,唯,","デ,デ","←,↓,",3,02-036,02-036-L,False,18,2,04月,7
02-036-7,2,36,L,3,2,"ゆ,唯,",デ,"↓,↑,",2,02-036,02-036-L,False,18,2,04月,7
02-036-8,2,36,L,4,3,"ゆ,縁,唯,","デ,デ,デ","←,↓,↓,",4,02-036,02-036-L,False,18,2,04月,7
02-037-1,2,37,R,1,1,"母,",詳,"↓,",2,02-037,02-037-R,False,18,2,04月,7
02-037-2,2,37,R,2,2,"ゆ,唯,",デ,"↓,↑,",2,02-037,02-037-R,False,18,2,04月,7
02-037-3,2,37,R,3,2,"縁,唯,","デ,デ","↓,→,",3,02-037,02-037-R,False,18,2,04月,7
02-037-4,2,37,R,4,3,"唯,縁,ゆ,","デ,デ","←,↑,→,",3,02-037,02-037-R,False,18,2,04月,7
02-037-5,2,37,L,1,2,"ゆ,唯,",デ,"↓,↑,",2,02-037,02-037-L,False,18,2,04月,7
02-037-6,2,37,L,2,2,"ゆ,唯,",デ,"↑,↓,",2,02-037,02-037-L,False,18,2,04月,7
02-037-7,2,37,L,3,1,"ゆ,",デ,"↓,",2,02-037,02-037-L,False,18,2,04月,7
02-037-8,2,37,L,4,3,"縁,ゆ,唯,","デ,デ","↓,↑,↓,",3,02-037,02-037-L,False,18,2,04月,7
02-038-1,2,38,R,1,1,"縁,",詳,"↓,",2,02-038,02-038-R,False,18,2,04月,7
02-038-2,2,38,R,2,1,"ゆ,",デ,"↓,",2,02-038,02-038-R,False,18,2,04月,7
02-038-3,2,38,R,3,2,"唯,ゆ,",デ,"↓,↑,",2,02-038,02-038-R,False,18,2,04月,7
02-038-4,2,38,R,4,3,"ゆ,唯,縁,","デ,デ","↓,↑,↓,",3,02-038,02-038-R,False,18,2,04月,7
02-038-5,2,38,L,1,3,"唯,ゆ,縁,","デ,デ","↑,↓,↓,",3,02-038,02-038-L,False,18,2,04月,7
02-038-6,2,38,L,2,2,"母,ゆ,",デ,"←,↑,",2,02-038,02-038-L,False,18,2,04月,7
02-038-7,2,38,L,3,2,"縁,母,","隠,デ","←,↓,",3,02-038,02-038-L,False,18,2,04月,7
02-038-8,2,38,L,4,3,"唯,ゆ,縁,","デ,デ","↑,↓,↓,",3,02-038,02-038-L,False,18,2,04月,7
02-040-1,2,40,R,1,3,"縁,ゆ,唯,",デ,"↑,↑,↓,",2,02-040,02-040-R,False,18,2,04月,7
02-040-2,2,40,R,2,1,"唯,",詳,"↓,",2,02-040,02-040-R,False,18,2,04月,7
02-040-3,2,40,R,3,2,"ゆ,縁,","デ,デ","↓,↓,",3,02-040,02-040-R,False,18,2,04月,7
02-040-4,2,40,R,4,2,"ゆ,縁,","デ,デ","↓,↓,",3,02-040,02-040-R,False,18,2,04月,7
02-040-5,2,40,L,1,1,"母,",詳,"↓,",2,02-040,02-040-L,False,18,2,04月,7
02-040-6,2,40,L,2,3,"ゆ,母,縁,",デ,"↑,↓,↑,",2,02-040,02-040-L,False,18,2,04月,7
02-040-7,2,40,L,3,3,"ゆ,母,縁,","デ,デ","↑,↓,↓,",3,02-040,02-040-L,False,18,2,04月,7
02-040-8,2,40,L,4,4,"ゆ,母,縁,唯,","デ,デ","↓,↓,↑,↑,",3,02-040,02-040-L,False,18,2,04月,7
02-041-1,2,41,R,1,2,"ゆ,母,",デ,"↓,↑,",2,02-041,02-041-R,False,18,2,04月,7
02-041-2,2,41,R,2,3,"縁,母,ゆ,","デ,デ","↑,↓,↓,",3,02-041,02-041-R,False,18,2,04月,7
02-041-3,2,41,R,3,2,"母,縁,",詳,"↑,↓,",2,02-041,02-041-R,False,18,2,04月,7
02-041-4,2,41,R,4,1,"縁,",詳,"↓,",2,02-041,02-041-R,False,18,2,04月,7
02-041-5,2,41,L,1,3,"縁,ゆ,母,",デ,"↑,↓,↑,",2,02-041,02-041-L,False,18,2,04月,7
02-041-6,2,41,L,2,2,"唯,母,",デ,"↑,↓,",2,02-041,02-041-L,False,18,2,04月,7
02-041-7,2,41,L,3,2,"縁,ゆ,","デ,デ","↓,↓,",3,02-041,02-041-L,False,18,2,04月,7
02-041-8,2,41,L,4,1,"母,",デ,"↓,",2,02-041,02-041-L,False,18,2,04月,7
02-042-1,2,42,R,1,2,"ゆ,唯,","詳,詳","↓,↓,",3,02-042,02-042-R,False,18,2,04月,7
02-042-2,2,42,R,2,1,"千,",n,"↑,",1,02-042,02-042-R,False,18,2,04月,7
02-042-3,2,42,R,3,3,"縁,唯,ゆ,","デ,デ,デ","↓,↓,↓,",4,02-042,02-042-R,False,18,2,04月,7
02-042-4,2,42,R,4,3,"縁,ゆ,唯,","デ,デ","↓,↓,↑,",3,02-042,02-042-R,False,18,2,04月,7
02-042-5,2,42,L,1,2,"唯,千,",デ,"↑,↓,",2,02-042,02-042-L,False,18,2,04月,7
02-042-6,2,42,L,2,2,"千,唯,",詳,"↓,↑,",2,02-042,02-042-L,False,18,2,04月,7
02-042-7,2,42,L,3,3,"唯,縁,ゆ,","デ,デ,デ","←,←,←,",4,02-042,02-042-L,False,18,2,04月,7
02-042-8,2,42,L,4,1,"唯,",詳,"↓,",2,02-042,02-042-L,False,18,2,04月,7
02-043-3,2,43,R,3,1,"唯,",詳,"↓,",2,02-043,02-043-R,True,19,2,05月,8
02-043-4,2,43,R,4,1,"ゆ,",詳,"↓,",2,02-043,02-043-R,True,19,2,05月,8
02-043-7,2,43,L,3,1,"唯,",詳,"↓,",2,02-043,02-043-L,True,19,2,05月,8
02-043-8,2,43,L,4,1,"ゆ,",n,"↑,",1,02-043,02-043-L,True,19,2,05月,8
02-044-1,2,44,R,1,1,"唯,",デ,"↓,",2,02-044,02-044-R,False,19,2,05月,8
02-044-2,2,44,R,2,1,"ゆ,",詳,"↓,",2,02-044,02-044-R,False,19,2,05月,8
02-044-3,2,44,R,3,1,"唯,",詳,"↓,",2,02-044,02-044-R,False,19,2,05月,8
02-044-4,2,44,R,4,1,"ゆ,",n,"↑,",1,02-044,02-044-R,False,19,2,05月,8
02-044-5,2,44,L,1,1,"ゆ,",n,"↑,",1,02-044,02-044-L,False,19,2,05月,8
02-044-6,2,44,L,2,1,"ゆ,",n,"↑,",1,02-044,02-044-L,False,19,2,05月,8
02-044-7,2,44,L,3,1,"ゆ,",n,"↑,",1,02-044,02-044-L,False,19,2,05月,8
02-044-8,2,44,L,4,1,"縁,",デ,"↓,",2,02-044,02-044-L,False,19,2,05月,8
02-045-1,2,45,R,1,3,"ゆ,唯,縁,","デ,デ,デ","←,↓,↓,",4,02-045,02-045-R,False,19,2,05月,8
02-045-2,2,45,R,2,2,"唯,縁,","デ,デ","↓,↓,",3,02-045,02-045-R,False,19,2,05月,8
02-045-3,2,45,R,3,1,"ゆ,",詳,"↓,",2,02-045,02-045-R,False,19,2,05月,8
02-045-4,2,45,R,4,3,"ゆ,唯,縁,","デ,デ","↑,↓,↓,",3,02-045,02-045-R,False,19,2,05月,8
02-045-5,2,45,L,1,3,"縁,ゆ,唯,","隠,デ,デ","←,↓,→,",4,02-045,02-045-L,False,19,2,05月,8
02-045-6,2,45,L,2,2,"縁,縁,","デ,デ","←,↓,",3,02-045,02-045-L,False,19,2,05月,8
02-045-7,2,45,L,3,1,"縁,",デ,"↓,",2,02-045,02-045-L,False,19,2,05月,8
02-045-8,2,45,L,4,3,"縁,ゆ,唯,","デ,デ","↑,↓,↓,",3,02-045,02-045-L,False,19,2,05月,8
02-046-1,2,46,R,1,2,"ゆ,唯,","デ,デ","↓,→,",3,02-046,02-046-R,False,19,2,05月,8
02-046-2,2,46,R,2,2,"縁,唯,","デ,デ","↓,→,",3,02-046,02-046-R,False,19,2,05月,8
02-046-3,2,46,R,3,2,"ゆ,唯,","デ,デ","↓,→,",3,02-046,02-046-R,False,19,2,05月,8
02-046-4,2,46,R,4,4,"唯,縁,他,他,","デ,デ","↓,↑,↑,↓,",3,02-046,02-046-R,False,19,2,05月,8
02-046-5,2,46,L,1,1,"縁,",詳,"↓,",2,02-046,02-046-L,False,19,2,05月,8
02-046-6,2,46,L,2,2,"縁,ゆ,",デ,"↓,↑,",2,02-046,02-046-L,False,19,2,05月,8
02-046-7,2,46,L,3,2,"ゆ,唯,","デ,デ","↓,↓,",3,02-046,02-046-L,False,19,2,05月,8
02-046-8,2,46,L,4,3,"ゆ,唯,縁,","デ,デ","↓,↓,↑,",3,02-046,02-046-L,False,19,2,05月,8
02-047-1,2,47,R,1,1,"ゆ,",デ,"↓,",2,02-047,02-047-R,False,19,2,05月,8
02-047-2,2,47,R,2,2,"唯,縁,","デ,デ","↓,↓,",3,02-047,02-047-R,False,19,2,05月,8
02-047-3,2,47,R,3,1,"ゆ,",デ,"↓,",2,02-047,02-047-R,False,19,2,05月,8
02-047-4,2,47,R,4,2,"ゆ,縁,",デ,"↓,↑,",2,02-047,02-047-R,False,19,2,05月,8
02-047-5,2,47,L,1,3,"ゆ,縁,唯,","デ,デ","↓,→,↑,",3,02-047,02-047-L,False,19,2,05月,8
02-047-6,2,47,L,2,2,"縁,唯,","デ,デ","↓,↓,",3,02-047,02-047-L,False,19,2,05月,8
02-047-7,2,47,L,3,2,"ゆ,縁,",デ,"↓,↑,",2,02-047,02-047-L,False,19,2,05月,8
02-047-8,2,47,L,4,3,"ゆ,縁,唯,","デ,デ","↓,↑,→,",3,02-047,02-047-L,False,19,2,05月,8
02-048-1,2,48,R,1,2,"唯,縁,",デ,"↑,→,",2,02-048,02-048-R,False,19,2,05月,8
02-048-2,2,48,R,2,2,"ゆ,縁,","詳,詳","↓,↓,",3,02-048,02-048-R,False,19,2,05月,8
02-048-3,2,48,R,3,3,"ゆ,縁,唯,","デ,デ","↑,↓,↓,",3,02-048,02-048-R,False,19,2,05月,8
02-048-4,2,48,R,4,3,"ゆ,縁,唯,",デ,"↑,↑,↓,",2,02-048,02-048-R,False,19,2,05月,8
02-048-5,2,48,L,1,2,"ゆ,縁,",デ,"↑,↓,",2,02-048,02-048-L,False,19,2,05月,8
02-048-6,2,48,L,2,3,"唯,縁,ゆ,","デ,デ","←,↑,→,",3,02-048,02-048-L,False,19,2,05月,8
02-048-7,2,48,L,3,1,"縁,",デ,"←,",2,02-048,02-048-L,False,19,2,05月,8
02-048-8,2,48,L,4,3,"ゆ,縁,唯,","デ,デ,デ","↓,↓,↓,",4,02-048,02-048-L,False,19,2,05月,8
02-049-1,2,49,R,1,3,"唯,ゆ,縁,","デ,デ","↑,↓,↓,",3,02-049,02-049-R,False,19,2,05月,8
02-049-2,2,49,R,2,2,"ゆ,縁,","デ,デ","←,↓,",3,02-049,02-049-R,False,19,2,05月,8
02-049-3,2,49,R,3,2,"唯,ゆ,","デ,デ","↓,↓,",3,02-049,02-049-R,False,19,2,05月,8
02-049-4,2,49,R,4,3,"縁,唯,ゆ,","デ,デ","↑,↓,↓,",3,02-049,02-049-R,False,19,2,05月,8
02-049-5,2,49,L,1,2,"ゆ,縁,","詳,デ","↓,↓,",3,02-049,02-049-L,False,19,2,05月,8
02-049-6,2,49,L,2,1,"ゆ,",詳,"↓,",2,02-049,02-049-L,False,19,2,05月,8
02-049-7,2,49,L,3,3,"ゆ,縁,唯,","デ,詳,デ","↓,→,→,",4,02-049,02-049-L,False,19,2,05月,8
02-049-8,2,49,L,4,2,"縁,唯,",デ,"↓,↑,",2,02-049,02-049-L,False,19,2,05月,8
02-050-1,2,50,R,1,2,"ゆ,縁,","デ,デ","↓,↓,",3,02-050,02-050-R,False,19,2,05月,8
02-050-2,2,50,R,2,1,"唯,",詳,"↓,",2,02-050,02-050-R,False,19,2,05月,8
02-050-3,2,50,R,3,3,"ゆ,縁,唯,",デ,"↑,↑,↓,",2,02-050,02-050-R,False,19,2,05月,8
02-050-4,2,50,R,4,3,"ゆ,縁,唯,",デ,"↑,↑,↓,",2,02-050,02-050-R,False,19,2,05月,8
02-050-5,2,50,L,1,0,,n,nan,1,02-050,02-050-L,False,19,2,05月,8
02-050-6,2,50,L,2,3,"ゆ,縁,唯,","デ,デ","←,↑,↓,",3,02-050,02-050-L,False,19,2,05月,8
02-050-7,2,50,L,3,3,"ゆ,唯,縁,","デ,詳","↑,↓,↓,",3,02-050,02-050-L,False,19,2,05月,8
02-050-8,2,50,L,4,3,"唯,縁,ゆ,","デ,隠","↑,↓,→,",3,02-050,02-050-L,False,19,2,05月,8
02-051-5,2,51,L,1,2,"縁,唯,",デ,"↓,↑,",2,02-051,02-051-L,True,20,2,06月,8
02-051-6,2,51,L,2,2,"唯,縁,","デ,デ","↓,↓,",3,02-051,02-051-L,True,20,2,06月,8
02-051-7,2,51,L,3,2,"縁,唯,","詳,デ","→,↓,",3,02-051,02-051-L,True,20,2,06月,8
02-051-8,2,51,L,4,2,"縁,唯,","デ,デ","←,→,",3,02-051,02-051-L,True,20,2,06月,8
02-052-1,2,52,R,1,2,"唯,縁,",デ,"↑,↓,",2,02-052,02-052-R,False,20,2,06月,8
02-052-2,2,52,R,2,2,"ゆ,縁,",デ,"↓,↑,",2,02-052,02-052-R,False,20,2,06月,8
02-052-3,2,52,R,3,1,"縁,",詳,"↓,",2,02-052,02-052-R,False,20,2,06月,8
02-052-4,2,52,R,4,2,"唯,縁,","デ,デ","←,↓,",3,02-052,02-052-R,False,20,2,06月,8
02-052-5,2,52,L,1,2,"唯,縁,","詳,デ","←,↓,",3,02-052,02-052-L,False,20,2,06月,8
02-052-6,2,52,L,2,2,"唯,縁,",n,"↑,↑,",1,02-052,02-052-L,False,20,2,06月,8
02-052-7,2,52,L,3,3,"唯,ゆ,縁,",隠,"↑,↓,↑,",2,02-052,02-052-L,False,20,2,06月,8
02-052-8,2,52,L,4,2,"唯,縁,",n,"↑,↑,",1,02-052,02-052-L,False,20,2,06月,8
02-053-1,2,53,R,1,2,"唯,縁,","デ,隠","←,→,",3,02-053,02-053-R,False,20,2,06月,8
02-053-2,2,53,R,2,3,"唯,ゆ,縁,",デ,"↑,↓,↑,",2,02-053,02-053-R,False,20,2,06月,8
02-053-3,2,53,R,3,3,"唯,ゆ,縁,",デ,"↑,↓,↑,",2,02-053,02-053-R,False,20,2,06月,8
02-053-4,2,53,R,4,3,"唯,ゆ,縁,",デ,"↑,↓,↑,",2,02-053,02-053-R,False,20,2,06月,8
02-053-5,2,53,L,1,3,"唯,ゆ,縁,",デ,"↑,↓,↑,",2,02-053,02-053-L,False,20,2,06月,8
02-053-6,2,53,L,2,3,"縁,ゆ,唯,","デ,デ","↓,↑,↓,",3,02-053,02-053-L,False,20,2,06月,8
02-053-7,2,53,L,3,2,"縁,ゆ,","詳,詳","←,↓,",3,02-053,02-053-L,False,20,2,06月,8
02-053-8,2,53,L,4,2,"縁,唯,","デ,デ","↓,↓,",3,02-053,02-053-L,False,20,2,06月,8
02-054-1,2,54,R,1,3,"縁,唯,ゆ,",デ,"↑,←,↑,",2,02-054,02-054-R,False,20,2,06月,8
02-054-2,2,54,R,2,2,"ゆ,唯,","詳,詳","↓,→,",3,02-054,02-054-R,False,20,2,06月,8
02-054-3,2,54,R,3,3,"ゆ,縁,唯,",デ,"↑,↓,↑,",2,02-054,02-054-R,False,20,2,06月,8
02-054-4,2,54,R,4,3,"ゆ,縁,唯,",デ,"↑,↓,↑,",2,02-054,02-054-R,False,20,2,06月,8
02-054-5,2,54,L,1,2,"唯,縁,","デ,詳","↓,→,",3,02-054,02-054-L,False,20,2,06月,8
02-054-6,2,54,L,2,1,"ゆ,",詳,"↓,",2,02-054,02-054-L,False,20,2,06月,8
02-054-7,2,54,L,3,3,"唯,ゆ,縁,","デ,デ","←,↑,↓,",3,02-054,02-054-L,False,20,2,06月,8
02-054-8,2,54,L,4,3,"唯,ゆ,縁,","デ,デ","←,↑,↓,",3,02-054,02-054-L,False,20,2,06月,8
02-055-1,2,55,R,1,3,"ゆ,縁,唯,","デ,デ","↓,↓,↑,",3,02-055,02-055-R,False,20,2,06月,8
02-055-2,2,55,R,2,2,"ゆ,縁,","デ,デ","↓,↓,",3,02-055,02-055-R,False,20,2,06月,8
02-055-3,2,55,R,3,2,"ゆ,縁,",デ,"↑,↓,",2,02-055,02-055-R,False,20,2,06月,8
02-055-4,2,55,R,4,3,"ゆ,縁,唯,","デ,デ,隠","↓,↓,→,",4,02-055,02-055-R,False,20,2,06月,8
02-055-5,2,55,L,1,1,"ゆ,",デ,"↓,",2,02-055,02-055-L,False,20,2,06月,8
02-055-6,2,55,L,2,3,"縁,ゆ,唯,","デ,デ","↓,↑,↓,",3,02-055,02-055-L,False,20,2,06月,8
02-055-7,2,55,L,3,2,"縁,ゆ,","デ,デ","↓,→,",3,02-055,02-055-L,False,20,2,06月,8
02-055-8,2,55,L,4,3,"ゆ,縁,唯,","デ,デ,デ","←,←,→,",4,02-055,02-055-L,False,20,2,06月,8
02-056-1,2,56,R,1,3,"ゆ,縁,唯,",デ,"↑,↓,↑,",2,02-056,02-056-R,False,20,2,06月,8
02-056-2,2,56,R,2,3,"唯,ゆ,縁,","デ,デ,デ","↓,↓,→,",4,02-056,02-056-R,False,20,2,06月,8
02-056-3,2,56,R,3,2,"ゆ,ゆ,",デ,"↑,←,",2,02-056,02-056-R,False,20,2,06月,8
02-056-4,2,56,R,4,3,"唯,ゆ,縁,","デ,デ,デ","←,↓,→,",4,02-056,02-056-R,False,20,2,06月,8
02-056-5,2,56,L,1,2,"縁,唯,","デ,詳","↓,↓,",3,02-056,02-056-L,False,20,2,06月,8
02-056-6,2,56,L,2,2,"ゆ,唯,",デ,"↑,↓,",2,02-056,02-056-L,False,20,2,06月,8
02-056-7,2,56,L,3,0,,n,nan,1,02-056,02-056-L,False,20,2,06月,8
02-056-8,2,56,L,4,3,"縁,ゆ,唯,",デ,"↑,↓,↑,",2,02-056,02-056-L,False,20,2,06月,8
02-057-1,2,57,R,1,3,"ゆ,縁,唯,","デ,デ,デ","↓,→,→,",4,02-057,02-057-R,False,20,2,06月,8
02-057-2,2,57,R,2,1,"ゆ,",デ,"↓,",2,02-057,02-057-R,False,20,2,06月,8
02-057-3,2,57,R,3,1,"唯,",詳,"↓,",2,02-057,02-057-R,False,20,2,06月,8
02-057-4,2,57,R,4,3,"ゆ,縁,唯,","隠,デ","→,↑,→,",3,02-057,02-057-R,False,20,2,06月,8
02-057-5,2,57,L,1,2,"ゆ,唯,",デ,"↓,↑,",2,02-057,02-057-L,False,20,2,06月,8
02-057-6,2,57,L,2,3,"唯,縁,ゆ,","デ,デ,デ","←,←,→,",4,02-057,02-057-L,False,20,2,06月,8
02-057-7,2,57,L,3,1,"縁,",デ,"↓,",2,02-057,02-057-L,False,20,2,06月,8
02-057-8,2,57,L,4,3,"唯,縁,ゆ,","デ,デ","↓,↑,→,",3,02-057,02-057-L,False,20,2,06月,8
02-058-1,2,58,R,1,3,"他,千,他,","隠,デ,隠","→,↓,←,",4,02-058,02-058-R,False,20,2,06月,8
02-058-2,2,58,R,2,1,"千,",詳,"↓,",2,02-058,02-058-R,False,20,2,06月,8
02-058-3,2,58,R,3,1,"ゆ,",デ,"←,",2,02-058,02-058-R,False,20,2,06月,8
02-058-4,2,58,R,4,1,"千,",n,"↑,",1,02-058,02-058-R,False,20,2,06月,8
02-058-5,2,58,L,1,1,"千,",詳,"→,",2,02-058,02-058-L,False,20,2,06月,8
02-058-6,2,58,L,2,1,"ゆ,",デ,"←,",2,02-058,02-058-L,False,20,2,06月,8
02-058-7,2,58,L,3,3,"千,他,他,","デ,デ","↓,→,↑,",3,02-058,02-058-L,False,20,2,06月,8
02-058-8,2,58,L,4,2,"千,ゆ,","デ,デ","→,↓,",3,02-058,02-058-L,False,20,2,06月,8
02-061-3,2,61,R,3,3,"ゆ,縁,唯,",デ,"↓,↑,↑,",2,02-061,02-061-R,True,21,2,07月,8
02-061-4,2,61,R,4,1,"唯,",詳,"↓,",2,02-061,02-061-R,True,21,2,07月,8
02-061-7,2,61,L,3,1,"縁,",詳,"↓,",2,02-061,02-061-L,True,21,2,07月,8
02-061-8,2,61,L,4,3,"ゆ,縁,唯,","デ,デ","↓,↑,→,",3,02-061,02-061-L,True,21,2,07月,8
02-062-1,2,62,R,1,3,"唯,縁,ゆ,","デ,隠","↓,↓,↑,",3,02-062,02-062-R,False,21,2,07月,8
02-062-2,2,62,R,2,3,"ゆ,縁,唯,","デ,デ","↓,↑,↓,",3,02-062,02-062-R,False,21,2,07月,8
02-062-3,2,62,R,3,1,"縁,",隠,"↓,",2,02-062,02-062-R,False,21,2,07月,8
02-062-4,2,62,R,4,3,"縁,唯,ゆ,","隠,デ","←,↑,→,",3,02-062,02-062-R,False,21,2,07月,8
02-062-5,2,62,L,1,3,"縁,唯,ゆ,","デ,デ","↓,↑,→,",3,02-062,02-062-L,False,21,2,07月,8
02-062-6,2,62,L,2,2,"ゆ,唯,","詳,詳","↓,↓,",3,02-062,02-062-L,False,21,2,07月,8
02-062-7,2,62,L,3,3,"ゆ,唯,縁,","デ,デ","↓,↓,↑,",3,02-062,02-062-L,False,21,2,07月,8
02-062-8,2,62,L,4,3,"縁,ゆ,唯,","デ,デ","↑,↓,→,",3,02-062,02-062-L,False,21,2,07月,8
02-063-1,2,63,R,1,1,"母,",詳,"←,",2,02-063,02-063-R,False,21,2,07月,8
02-063-2,2,63,R,2,3,"縁,ゆ,母,","デ,デ,詳","↓,↓,→,",4,02-063,02-063-R,False,21,2,07月,8
02-063-3,2,63,R,3,1,"母,",デ,"↓,",2,02-063,02-063-R,False,21,2,07月,8
02-063-4,2,63,R,4,4,"母,ゆ,縁,唯,","デ,デ","↓,↑,↑,→,",3,02-063,02-063-R,False,21,2,07月,8
02-063-5,2,63,L,1,3,"縁,ゆ,母,","デ,詳,デ","←,←,↓,",4,02-063,02-063-L,False,21,2,07月,8
02-063-6,2,63,L,2,1,"ゆ,",詳,"↓,",2,02-063,02-063-L,False,21,2,07月,8
02-063-7,2,63,L,3,3,"ゆ,母,縁,",デ,"↑,↓,↑,",2,02-063,02-063-L,False,21,2,07月,8
02-063-8,2,63,L,4,3,"縁,ゆ,母,","デ,デ","↓,↓,↑,",3,02-063,02-063-L,False,21,2,07月,8
02-064-1,2,64,R,1,4,"母,ゆ,縁,唯,","デ,デ","↓,↑,↑,→,",3,02-064,02-064-R,False,21,2,07月,8
02-064-2,2,64,R,2,1,"母,",デ,"↓,",2,02-064,02-064-R,False,21,2,07月,8
02-064-3,2,64,R,3,3,"縁,ゆ,母,","デ,デ,デ","←,←,↓,",4,02-064,02-064-R,False,21,2,07月,8
02-064-4,2,64,R,4,4,"ゆ,母,縁,唯,",デ,"↑,↓,↑,↑,",2,02-064,02-064-R,False,21,2,07月,8
02-064-5,2,64,L,1,1,"唯,",デ,"↓,",2,02-064,02-064-L,False,21,2,07月,8
02-064-6,2,64,L,2,3,"ゆ,縁,唯,","詳,詳,デ","↓,→,→,",4,02-064,02-064-L,False,21,2,07月,8
02-064-7,2,64,L,3,1,"唯,",デ,"↓,",2,02-064,02-064-L,False,21,2,07月,8
02-064-8,2,64,L,4,4,"母,ゆ,縁,唯,","デ,デ,デ","↓,↓,↓,↑,",4,02-064,02-064-L,False,21,2,07月,8
02-065-1,2,65,R,1,2,"縁,唯,","詳,詳","↓,↓,",3,02-065,02-065-R,False,21,2,07月,8
02-065-2,2,65,R,2,1,"ゆ,",詳,"↓,",2,02-065,02-065-R,False,21,2,07月,8
02-065-3,2,65,R,3,2,"縁,唯,","デ,デ","↓,↓,",3,02-065,02-065-R,False,21,2,07月,8
02-065-4,2,65,R,4,3,"ゆ,縁,唯,","デ,デ,デ","↓,↓,↓,",4,02-065,02-065-R,False,21,2,07月,8
02-065-5,2,65,L,1,3,"ゆ,縁,唯,",デ,"↓,↑,↑,",2,02-065,02-065-L,False,21,2,07月,8
02-065-6,2,65,L,2,3,"ゆ,縁,唯,",デ,"↓,↑,↑,",2,02-065,02-065-L,False,21,2,07月,8
02-065-7,2,65,L,3,3,"ゆ,縁,唯,","隠,デ,デ","←,↓,↓,",4,02-065,02-065-L,False,21,2,07月,8
02-065-8,2,65,L,4,3,"ゆ,縁,唯,","デ,デ,デ","←,↓,↓,",4,02-065,02-065-L,False,21,2,07月,8
02-066-1,2,66,R,1,3,"ゆ,ゆ,縁,","デ,デ,詳","↓,↓,↓,",4,02-066,02-066-R,False,21,2,07月,8
02-066-2,2,66,R,2,3,"唯,縁,ゆ,",詳,"←,↑,↑,",2,02-066,02-066-R,False,21,2,07月,8
02-066-3,2,66,R,3,2,"縁,唯,","デ,デ","←,↓,",3,02-066,02-066-R,False,21,2,07月,8
02-066-4,2,66,R,4,3,"ゆ,縁,唯,","デ,デ,デ","←,↓,↓,",4,02-066,02-066-R,False,21,2,07月,8
02-066-5,2,66,L,1,0,,n,nan,1,02-066,02-066-L,False,21,2,07月,8
02-066-6,2,66,L,2,2,"ゆ,縁,","詳,デ","↓,↓,",3,02-066,02-066-L,False,21,2,07月,8
02-066-7,2,66,L,3,2,"ゆ,縁,","デ,デ","↓,→,",3,02-066,02-066-L,False,21,2,07月,8
02-066-8,2,66,L,4,2,"縁,ゆ,","デ,デ","↓,↓,",3,02-066,02-066-L,False,21,2,07月,8
02-067-1,2,67,R,1,1,"唯,",詳,"↓,",2,02-067,02-067-R,False,21,2,07月,8
02-067-2,2,67,R,2,2,"ゆ,縁,","デ,デ","↓,↓,",3,02-067,02-067-R,False,21,2,07月,8
