koma_id,kanji,page,position,koma,chara_num,whos,eyes,face_direction,eyes_num,page_id,four_komas_id,tobirae_page,wasuu,grade,month,wasuu_page
04-073-1,4,73,R,1,3,"ゆ,唯,縁,",デ,"↑,↓,↑,",2,04-073,04-073-R,False,48,2,08月,8
04-073-2,4,73,R,2,1,"唯,",n,"↑,",1,04-073,04-073-R,False,48,2,08月,8
04-073-3,4,73,R,3,1,"唯,",デ,"↓,",2,04-073,04-073-R,False,48,2,08月,8
04-073-4,4,73,R,4,3,"ゆ,縁,唯,","デ,デ,デ","←,↓,→,",4,04-073,04-073-R,False,48,2,08月,8
04-073-5,4,73,L,1,2,"ゆ,唯,",詳,"↓,↑,",2,04-073,04-073-L,False,48,2,08月,8
04-073-6,4,73,L,2,2,"縁,唯,","デ,デ","↓,→,",3,04-073,04-073-L,False,48,2,08月,8
04-073-7,4,73,L,3,3,"ゆ,縁,唯,","デ,デ,デ","↓,↓,→,",4,04-073,04-073-L,False,48,2,08月,8
04-073-8,4,73,L,4,2,"ゆ,唯,",デ,"↑,↓,",2,04-073,04-073-L,False,48,2,08月,8
04-074-1,4,74,R,1,3,"縁,唯,ゆ,","デ,詳,詳","←,↓,→,",4,04-074,04-074-R,False,48,2,08月,8
04-074-2,4,74,R,2,3,"ゆ,縁,唯,","デ,デ","↓,↓,↑,",3,04-074,04-074-R,False,48,2,08月,8
04-074-3,4,74,R,3,3,"唯,ゆ,縁,","デ,デ","↑,↓,↓,",3,04-074,04-074-R,False,48,2,08月,8
04-074-4,4,74,R,4,2,"唯,ゆ,",デ,"↑,↓,",2,04-074,04-074-R,False,48,2,08月,8
04-074-5,4,74,L,1,3,"唯,ゆ,縁,","デ,デ","↑,↓,↓,",3,04-074,04-074-L,False,48,2,08月,8
04-074-6,4,74,L,2,2,"唯,ゆ,",デ,"↓,↑,",2,04-074,04-074-L,False,48,2,08月,8
04-074-7,4,74,L,3,3,"唯,ゆ,縁,","デ,デ","↑,↓,→,",3,04-074,04-074-L,False,48,2,08月,8
04-074-8,4,74,L,4,3,"唯,ゆ,縁,","デ,デ","↑,↓,→,",3,04-074,04-074-L,False,48,2,08月,8
04-076-3,4,76,R,3,3,"ゆ,縁,唯,","デ,デ","↑,↓,↓,",3,04-076,04-076-R,True,49,2,09月,8
04-076-4,4,76,R,4,2,"ゆ,唯,","詳,デ","↓,→,",3,04-076,04-076-R,True,49,2,09月,8
04-076-7,4,76,L,3,3,"ゆ,唯,縁,","デ,デ,デ","↓,→,→,",4,04-076,04-076-L,True,49,2,09月,8
04-076-8,4,76,L,4,2,"縁,唯,","デ,詳","←,↓,",3,04-076,04-076-L,True,49,2,09月,8
04-077-1,4,77,R,1,3,"縁,ゆ,唯,","デ,詳,詳","↓,←,↓,",4,04-077,04-077-R,False,49,2,09月,8
04-077-2,4,77,R,2,1,"ゆ,",詳,"↓,",2,04-077,04-077-R,False,49,2,09月,8
04-077-3,4,77,R,3,4,"他,ゆ,縁,唯,","デ,デ,デ","↑,←,↓,→,",4,04-077,04-077-R,False,49,2,09月,8
04-077-4,4,77,R,4,4,"ゆ,唯,縁,母,","デ,デ,デ","↓,→,→,↑,",4,04-077,04-077-R,False,49,2,09月,8
04-077-5,4,77,L,1,2,"ゆ,ふ,","詳,デ","↓,↓,",3,04-077,04-077-L,False,49,2,09月,8
04-077-6,4,77,L,2,2,"ふ,ゆ,","デ,デ","↓,→,",3,04-077,04-077-L,False,49,2,09月,8
04-077-7,4,77,L,3,3,"縁,ゆ,唯,","デ,詳,デ","↓,→,↓,",4,04-077,04-077-L,False,49,2,09月,8
04-077-8,4,77,L,4,1,"ふ,",詳,"↓,",2,04-077,04-077-L,False,49,2,09月,8
04-078-1,4,78,R,1,4,"縁,唯,ゆ,他,","デ,デ","↓,↑,↓,↑,",3,04-078,04-078-R,False,49,2,09月,8
04-078-2,4,78,R,2,2,"ゆ,唯,","詳,詳","←,↓,",3,04-078,04-078-R,False,49,2,09月,8
04-078-3,4,78,R,3,3,"縁,唯,ゆ,","デ,デ","↓,↑,↓,",3,04-078,04-078-R,False,49,2,09月,8
04-078-4,4,78,R,4,3,"ゆ,唯,縁,","デ,デ","↓,→,↑,",3,04-078,04-078-R,False,49,2,09月,8
04-078-5,4,78,L,1,3,"ゆ,唯,縁,","詳,詳,デ","↓,→,→,",4,04-078,04-078-L,False,49,2,09月,8
04-078-6,4,78,L,2,3,"ゆ,唯,縁,","デ,デ","↑,↓,↓,",3,04-078,04-078-L,False,49,2,09月,8
04-078-7,4,78,L,3,2,"ゆ,唯,",デ,"↑,↓,",2,04-078,04-078-L,False,49,2,09月,8
04-078-8,4,78,L,4,2,"縁,唯,","デ,詳","↓,→,",3,04-078,04-078-L,False,49,2,09月,8
04-079-1,4,79,R,1,3,"縁,唯,ゆ,","デ,デ,デ","←,→,↓,",4,04-079,04-079-R,False,49,2,09月,8
04-079-2,4,79,R,2,3,"唯,ゆ,千,","詳,デ","←,↑,↓,",3,04-079,04-079-R,False,49,2,09月,8
04-079-3,4,79,R,3,1,"千,",詳,"↓,",2,04-079,04-079-R,False,49,2,09月,8
04-079-4,4,79,R,4,3,"千,唯,縁,","詳,詳,デ","←,↓,↓,",4,04-079,04-079-R,False,49,2,09月,8
04-079-5,4,79,L,1,2,"縁,千,","デ,詳","↓,→,",3,04-079,04-079-L,False,49,2,09月,8
04-079-6,4,79,L,2,4,"ゆ,唯,縁,千,","デ,デ,デ,デ","→,↓,←,↓,",5,04-079,04-079-L,False,49,2,09月,8
04-079-7,4,79,L,3,4,"ゆ,唯,縁,千,","デ,デ,デ","→,↓,↑,↓,",4,04-079,04-079-L,False,49,2,09月,8
04-079-8,4,79,L,4,3,"ゆ,唯,千,","デ,デ,デ","↓,→,→,",4,04-079,04-079-L,False,49,2,09月,8
04-080-1,4,80,R,1,3,"ゆ,千,縁,","デ,デ","←,←,↑,",3,04-080,04-080-R,False,49,2,09月,8
04-080-2,4,80,R,2,2,"千,佳,","詳,詳","←,↓,",3,04-080,04-080-R,False,49,2,09月,8
04-080-3,4,80,R,3,3,"ゆ,佳,千,","デ,デ","↓,↑,←,",3,04-080,04-080-R,False,49,2,09月,8
04-080-4,4,80,R,4,5,"千,佳,ゆ,縁,唯,","デ,デ,デ,デ,デ","↓,←,↓,↓,↓,",6,04-080,04-080-R,False,49,2,09月,8
04-080-5,4,80,L,1,3,"縁,唯,ゆ,","デ,デ,デ","↓,↓,→,",4,04-080,04-080-L,False,49,2,09月,8
04-080-6,4,80,L,2,2,"ゆ,唯,",詳,"↓,↑,",2,04-080,04-080-L,False,49,2,09月,8
04-080-7,4,80,L,3,2,"ゆ,唯,",デ,"↓,↑,",2,04-080,04-080-L,False,49,2,09月,8
04-080-8,4,80,L,4,3,"ゆ,縁,唯,","デ,デ,デ","←,↓,→,",4,04-080,04-080-L,False,49,2,09月,8
04-081-1,4,81,R,1,1,"ゆ,",詳,"↓,",2,04-081,04-081-R,False,49,2,09月,8
04-081-2,4,81,R,2,2,"縁,唯,",詳,"←,↑,",2,04-081,04-081-R,False,49,2,09月,8
04-081-3,4,81,R,3,1,"唯,",詳,"↓,",2,04-081,04-081-R,False,49,2,09月,8
04-081-4,4,81,R,4,3,"ゆ,唯,縁,","隠,デ,デ","←,↓,↓,",4,04-081,04-081-R,False,49,2,09月,8
04-081-5,4,81,L,1,2,"縁,唯,","デ,詳","↓,↓,",3,04-081,04-081-L,False,49,2,09月,8
04-081-6,4,81,L,2,3,"ゆ,縁,唯,","デ,デ","↑,↓,↓,",3,04-081,04-081-L,False,49,2,09月,8
04-081-7,4,81,L,3,3,"唯,縁,ゆ,",デ,"↑,↑,↓,",2,04-081,04-081-L,False,49,2,09月,8
04-081-8,4,81,L,4,3,"ゆ,唯,縁,",デ,"↓,↑,↑,",2,04-081,04-081-L,False,49,2,09月,8
04-082-1,4,82,R,1,2,"ゆ,縁,","詳,デ","↓,→,",3,04-082,04-082-R,False,49,2,09月,8
04-082-2,4,82,R,2,3,"唯,縁,ゆ,",デ,"↑,↑,→,",2,04-082,04-082-R,False,49,2,09月,8
04-082-3,4,82,R,3,3,"唯,縁,ゆ,","デ,デ","↑,→,↓,",3,04-082,04-082-R,False,49,2,09月,8
04-082-4,4,82,R,4,1,"ゆ,",デ,"↓,",2,04-082,04-082-R,False,49,2,09月,8
04-082-5,4,82,L,1,2,"ゆ,縁,","デ,デ","↓,→,",3,04-082,04-082-L,False,49,2,09月,8
04-082-6,4,82,L,2,2,"縁,唯,","詳,デ","↓,↓,",3,04-082,04-082-L,False,49,2,09月,8
04-082-7,4,82,L,3,3,"ゆ,縁,唯,","デ,デ","↓,→,↑,",3,04-082,04-082-L,False,49,2,09月,8
04-082-8,4,82,L,4,3,"ゆ,縁,唯,","デ,デ,隠","↓,→,→,",4,04-082,04-082-L,False,49,2,09月,8
04-083-1,4,83,R,1,1,"唯,",詳,"←,",2,04-083,04-083-R,False,49,2,09月,8
04-083-2,4,83,R,2,3,"ゆ,縁,唯,","デ,デ,デ","↓,↓,↓,",4,04-083,04-083-R,False,49,2,09月,8
04-083-3,4,83,R,3,1,"唯,",デ,"↓,",2,04-083,04-083-R,False,49,2,09月,8
04-083-4,4,83,R,4,3,"ゆ,縁,唯,","デ,デ,デ","↓,↓,↓,",4,04-083,04-083-R,False,49,2,09月,8
04-083-5,4,83,L,1,3,"縁,ゆ,唯,","デ,デ,デ","↓,↓,→,",4,04-083,04-083-L,False,49,2,09月,8
04-083-6,4,83,L,2,3,"ゆ,縁,唯,","デ,デ","↑,←,↓,",3,04-083,04-083-L,False,49,2,09月,8
04-083-7,4,83,L,3,0,,n,nan,1,04-083,04-083-L,False,49,2,09月,8
04-083-8,4,83,L,4,0,,n,nan,1,04-083,04-083-L,False,49,2,09月,8
04-085-3,4,85,R,3,1,"ゆ,",詳,"↓,",2,04-085,04-085-R,True,50,2,10月,8
04-085-4,4,85,R,4,3,"縁,唯,ゆ,","デ,デ","↓,↓,↑,",3,04-085,04-085-R,True,50,2,10月,8
04-085-7,4,85,L,3,3,"ゆ,唯,縁,","デ,デ,デ","↓,→,→,",4,04-085,04-085-L,True,50,2,10月,8
04-085-8,4,85,L,4,2,"ゆ,唯,","デ,デ","←,↓,",3,04-085,04-085-L,True,50,2,10月,8
04-086-1,4,86,R,1,3,"他,千,佳,","デ,デ","↑,↓,↓,",3,04-086,04-086-R,False,50,2,10月,8
04-086-2,4,86,R,2,3,"他,ふ,佳,","デ,デ","↑,↓,↓,",3,04-086,04-086-R,False,50,2,10月,8
04-086-3,4,86,R,3,3,"縁,唯,ゆ,","デ,デ,デ","↓,↓,↓,",4,04-086,04-086-R,False,50,2,10月,8
04-086-4,4,86,R,4,2,"佳,唯,",デ,"↓,↑,",2,04-086,04-086-R,False,50,2,10月,8
04-086-5,4,86,L,1,1,"ゆ,",詳,"↓,",2,04-086,04-086-L,False,50,2,10月,8
04-086-6,4,86,L,2,2,"ゆ,佳,",デ,"↑,↓,",2,04-086,04-086-L,False,50,2,10月,8
04-086-7,4,86,L,3,1,"ゆ,",デ,"↓,",2,04-086,04-086-L,False,50,2,10月,8
04-086-8,4,86,L,4,2,"ゆ,佳,","デ,デ","↓,→,",3,04-086,04-086-L,False,50,2,10月,8
04-087-1,4,87,R,1,3,"唯,ゆ,佳,","デ,デ,デ","←,↓,↓,",4,04-087,04-087-R,False,50,2,10月,8
04-087-2,4,87,R,2,1,"縁,",詳,"↓,",2,04-087,04-087-R,False,50,2,10月,8
04-087-3,4,87,R,3,2,"ゆ,唯,","詳,デ","←,↓,",3,04-087,04-087-R,False,50,2,10月,8
04-087-4,4,87,R,4,4,"縁,唯,ゆ,佳,","デ,デ,デ,デ","←,↓,↓,→,",5,04-087,04-087-R,False,50,2,10月,8
04-087-5,4,87,L,1,3,"縁,ゆ,唯,","デ,デ,デ","↓,→,→,",4,04-087,04-087-L,False,50,2,10月,8
04-087-6,4,87,L,2,3,"佳,ゆ,縁,","詳,デ","↓,↑,↓,",3,04-087,04-087-L,False,50,2,10月,8
04-087-7,4,87,L,3,2,"縁,唯,","デ,詳","↓,↓,",3,04-087,04-087-L,False,50,2,10月,8
04-087-8,4,87,L,4,2,"ゆ,佳,","デ,詳","↓,→,",3,04-087,04-087-L,False,50,2,10月,8
04-088-1,4,88,R,1,1,"縁,",デ,"↓,",2,04-088,04-088-R,False,50,2,10月,8
04-088-2,4,88,R,2,2,"唯,ゆ,","デ,デ","↓,↓,",3,04-088,04-088-R,False,50,2,10月,8
04-088-3,4,88,R,3,3,"縁,ゆ,唯,","デ,デ,デ","↓,→,→,",4,04-088,04-088-R,False,50,2,10月,8
04-088-4,4,88,R,4,3,"ゆ,縁,唯,","デ,デ","↑,↓,↓,",3,04-088,04-088-R,False,50,2,10月,8
04-088-5,4,88,L,1,2,"唯,縁,","デ,デ","↓,→,",3,04-088,04-088-L,False,50,2,10月,8
04-088-6,4,88,L,2,2,"縁,ゆ,",デ,"↑,↓,",2,04-088,04-088-L,False,50,2,10月,8
04-088-7,4,88,L,3,3,"ゆ,縁,唯,","デ,デ,デ","↓,↓,→,",4,04-088,04-088-L,False,50,2,10月,8
04-088-8,4,88,L,4,1,"ゆ,",詳,"↓,",2,04-088,04-088-L,False,50,2,10月,8
04-089-1,4,89,R,1,2,"ゆ,唯,","詳,デ","←,↓,",3,04-089,04-089-R,False,50,2,10月,8
04-089-2,4,89,R,2,2,"ゆ,唯,",詳,"↓,↑,",2,04-089,04-089-R,False,50,2,10月,8
04-089-3,4,89,R,3,3,"縁,唯,ゆ,","デ,デ,デ","←,↓,→,",4,04-089,04-089-R,False,50,2,10月,8
04-089-4,4,89,R,4,3,"縁,唯,ゆ,","デ,デ,デ","←,↓,→,",4,04-089,04-089-R,False,50,2,10月,8
04-089-5,4,89,L,1,3,"縁,唯,ゆ,","デ,デ","↑,↓,↓,",3,04-089,04-089-L,False,50,2,10月,8
04-089-6,4,89,L,2,1,"唯,",詳,"↓,",2,04-089,04-089-L,False,50,2,10月,8
04-089-7,4,89,L,3,2,"ゆ,唯,","隠,デ","↓,→,",3,04-089,04-089-L,False,50,2,10月,8
04-089-8,4,89,L,4,3,"縁,唯,ゆ,","デ,デ,デ","←,↓,→,",4,04-089,04-089-L,False,50,2,10月,8
04-090-1,4,90,R,1,3,"母,縁,ゆ,","デ,デ","↓,↑,→,",3,04-090,04-090-R,False,50,2,10月,8
04-090-2,4,90,R,2,3,"ゆ,縁,母,","デ,デ,デ","↓,↓,→,",4,04-090,04-090-R,False,50,2,10月,8
04-090-3,4,90,R,3,2,"縁,母,","デ,詳","↓,→,",3,04-090,04-090-R,False,50,2,10月,8
04-090-4,4,90,R,4,4,"母,縁,ゆ,唯,","デ,デ","↓,↑,↑,→,",3,04-090,04-090-R,False,50,2,10月,8
04-090-5,4,90,L,1,3,"縁,ゆ,母,",デ,"↑,↑,↓,",2,04-090,04-090-L,False,50,2,10月,8
04-090-6,4,90,L,2,1,"母,",詳,"↓,",2,04-090,04-090-L,False,50,2,10月,8
04-090-7,4,90,L,3,1,"母,",デ,"↓,",2,04-090,04-090-L,False,50,2,10月,8
04-090-8,4,90,L,4,4,"母,縁,ゆ,唯,","デ,デ","↓,↑,↑,→,",3,04-090,04-090-L,False,50,2,10月,8
04-091-1,4,91,R,1,3,"ゆ,縁,母,","デ,デ","↑,←,↓,",3,04-091,04-091-R,False,50,2,10月,8
04-091-2,4,91,R,2,3,"ゆ,唯,縁,","デ,デ","←,→,↑,",3,04-091,04-091-R,False,50,2,10月,8
04-091-3,4,91,R,3,3,"縁,唯,ゆ,","デ,デ,デ","↓,↓,↓,",4,04-091,04-091-R,False,50,2,10月,8
04-091-4,4,91,R,4,3,"ゆ,唯,縁,","デ,デ,デ","↓,→,→,",4,04-091,04-091-R,False,50,2,10月,8
04-091-5,4,91,L,1,2,"唯,ゆ,",デ,"↑,↓,",2,04-091,04-091-L,False,50,2,10月,8
04-091-6,4,91,L,2,0,,n,nan,1,04-091,04-091-L,False,50,2,10月,8
04-091-7,4,91,L,3,3,"縁,唯,ゆ,","詳,詳","←,↑,↓,",3,04-091,04-091-L,False,50,2,10月,8
04-091-8,4,91,L,4,3,"縁,唯,ゆ,","デ,デ,デ","↓,↓,↓,",4,04-091,04-091-L,False,50,2,10月,8
04-092-1,4,92,R,1,1,"唯,",デ,"←,",2,04-092,04-092-R,False,50,2,10月,8
04-092-2,4,92,R,2,1,"ゆ,",詳,"↓,",2,04-092,04-092-R,False,50,2,10月,8
04-092-3,4,92,R,3,1,"唯,",デ,"↓,",2,04-092,04-092-R,False,50,2,10月,8
04-092-4,4,92,R,4,1,"ゆ,",デ,"↓,",2,04-092,04-092-R,False,50,2,10月,8
04-092-5,4,92,L,1,1,"ゆ,",詳,"↓,",2,04-092,04-092-L,False,50,2,10月,8
04-092-6,4,92,L,2,1,"唯,",デ,"↓,",2,04-092,04-092-L,False,50,2,10月,8
04-092-7,4,92,L,3,1,"ゆ,",デ,"→,",2,04-092,04-092-L,False,50,2,10月,8
04-092-8,4,92,L,4,1,"唯,",デ,"↓,",2,04-092,04-092-L,False,50,2,10月,8
04-093-3,4,93,R,3,3,"ゆ,唯,縁,","デ,隠,デ","↓,→,→,",4,04-093,04-093-R,True,51,2,11月,8
04-093-4,4,93,R,4,3,"縁,ゆ,唯,","デ,詳,詳","↓,↓,↓,",4,04-093,04-093-R,True,51,2,11月,8
04-093-7,4,93,L,3,1,"縁,",デ,"↓,",2,04-093,04-093-L,True,51,2,11月,8
04-093-8,4,93,L,4,3,"ゆ,唯,縁,","デ,デ,デ","↓,→,→,",4,04-093,04-093-L,True,51,2,11月,8
04-094-1,4,94,R,1,3,"ゆ,唯,縁,","デ,詳,デ","←,↓,↓,",4,04-094,04-094-R,False,51,2,11月,8
04-094-2,4,94,R,2,3,"ゆ,唯,縁,","デ,デ","↑,↓,↓,",3,04-094,04-094-R,False,51,2,11月,8
04-094-3,4,94,R,3,2,"ゆ,唯,",詳,"↓,↑,",2,04-094,04-094-R,False,51,2,11月,8
04-094-4,4,94,R,4,3,"ゆ,唯,縁,","デ,デ,デ","↓,→,→,",4,04-094,04-094-R,False,51,2,11月,8
04-094-5,4,94,L,1,3,"縁,唯,ゆ,","デ,デ,隠","↓,↓,→,",4,04-094,04-094-L,False,51,2,11月,8
04-094-6,4,94,L,2,3,"ゆ,唯,縁,","デ,デ","↓,↑,↓,",3,04-094,04-094-L,False,51,2,11月,8
04-094-7,4,94,L,3,3,"縁,ゆ,唯,","デ,デ","↓,↑,↓,",3,04-094,04-094-L,False,51,2,11月,8
04-094-8,4,94,L,4,3,"ゆ,縁,唯,","デ,デ","↓,↓,↑,",3,04-094,04-094-L,False,51,2,11月,8
04-095-1,4,95,R,1,2,"唯,ゆ,",詳,"↑,↓,",2,04-095,04-095-R,False,51,2,11月,8
04-095-2,4,95,R,2,2,"縁,ゆ,","詳,詳","→,↓,",3,04-095,04-095-R,False,51,2,11月,8
04-095-3,4,95,R,3,3,"ゆ,縁,唯,","デ,デ","↑,↓,↓,",3,04-095,04-095-R,False,51,2,11月,8
04-095-4,4,95,R,4,3,"縁,唯,ゆ,","デ,デ,デ","←,↓,→,",4,04-095,04-095-R,False,51,2,11月,8
04-095-5,4,95,L,1,2,"縁,唯,","詳,詳","←,↓,",3,04-095,04-095-L,False,51,2,11月,8
04-095-6,4,95,L,2,3,"唯,縁,ゆ,","デ,デ,デ","↓,→,↓,",4,04-095,04-095-L,False,51,2,11月,8
04-095-7,4,95,L,3,3,"唯,縁,ゆ,","デ,デ","↓,↑,↓,",3,04-095,04-095-L,False,51,2,11月,8
04-095-8,4,95,L,4,3,"縁,唯,ゆ,","デ,デ","↑,↓,↓,",3,04-095,04-095-L,False,51,2,11月,8
04-096-1,4,96,R,1,3,"他,他,唯,","デ,デ","↓,↑,←,",3,04-096,04-096-R,False,51,2,11月,8
04-096-2,4,96,R,2,1,"唯,",詳,"←,",2,04-096,04-096-R,False,51,2,11月,8
04-096-3,4,96,R,3,2,"千,唯,","デ,隠","↓,→,",3,04-096,04-096-R,False,51,2,11月,8
04-096-4,4,96,R,4,2,"千,唯,","隠,隠","↓,→,",3,04-096,04-096-R,False,51,2,11月,8
04-096-5,4,96,L,1,2,"千,唯,","デ,隠","↓,→,",3,04-096,04-096-L,False,51,2,11月,8
04-096-6,4,96,L,2,2,"千,唯,",詳,"↑,↓,",2,04-096,04-096-L,False,51,2,11月,8
04-096-7,4,96,L,3,2,"千,唯,","デ,デ","→,↓,",3,04-096,04-096-L,False,51,2,11月,8
04-096-8,4,96,L,4,2,"千,唯,","隠,デ","→,↓,",3,04-096,04-096-L,False,51,2,11月,8
04-097-1,4,97,R,1,2,"唯,千,",デ,"↑,↓,",2,04-097,04-097-R,False,51,2,11月,8
04-097-2,4,97,R,2,2,"千,唯,",デ,"↓,↑,",2,04-097,04-097-R,False,51,2,11月,8
04-097-3,4,97,R,3,2,"千,唯,","デ,デ","←,→,",3,04-097,04-097-R,False,51,2,11月,8
04-097-4,4,97,R,4,2,"千,唯,","隠,デ","←,→,",3,04-097,04-097-R,False,51,2,11月,8
04-097-5,4,97,L,1,2,"唯,千,",詳,"↑,↓,",2,04-097,04-097-L,False,51,2,11月,8
04-097-6,4,97,L,2,1,"唯,",詳,"↓,",2,04-097,04-097-L,False,51,2,11月,8
04-097-7,4,97,L,3,2,"千,唯,",n,"↑,↑,",1,04-097,04-097-L,False,51,2,11月,8
04-097-8,4,97,L,4,2,"千,唯,","デ,デ","↓,←,",3,04-097,04-097-L,False,51,2,11月,8
04-098-1,4,98,R,1,3,"佳,他,縁,","デ,デ","↓,↑,↓,",3,04-098,04-098-R,False,51,2,11月,8
04-098-2,4,98,R,2,1,"縁,",n,"↑,",1,04-098,04-098-R,False,51,2,11月,8
04-098-3,4,98,R,3,1,"佳,",詳,"↓,",2,04-098,04-098-R,False,51,2,11月,8
04-098-4,4,98,R,4,2,"佳,縁,",デ,"↑,↓,",2,04-098,04-098-R,False,51,2,11月,8
04-098-5,4,98,L,1,2,"佳,ふ,",詳,"↑,↓,",2,04-098,04-098-L,False,51,2,11月,8
04-098-6,4,98,L,2,2,"ふ,佳,",詳,"↓,↑,",2,04-098,04-098-L,False,51,2,11月,8
04-098-7,4,98,L,3,2,"佳,ふ,","デ,デ","↓,→,",3,04-098,04-098-L,False,51,2,11月,8
04-098-8,4,98,L,4,2,"佳,ふ,","詳,デ","↓,→,",3,04-098,04-098-L,False,51,2,11月,8
04-099-1,4,99,R,1,2,"ふ,佳,",詳,"↑,↓,",2,04-099,04-099-R,False,51,2,11月,8
04-099-2,4,99,R,2,2,"ふ,佳,",デ,"↓,↑,",2,04-099,04-099-R,False,51,2,11月,8
04-099-3,4,99,R,3,3,"千,ふ,佳,","デ,詳","↓,↑,→,",3,04-099,04-099-R,False,51,2,11月,8
04-099-4,4,99,R,4,3,"ふ,千,佳,","デ,デ,デ","←,↓,→,",4,04-099,04-099-R,False,51,2,11月,8
04-099-5,4,99,L,1,3,"佳,ふ,千,","デ,デ,デ","←,↓,↓,",4,04-099,04-099-L,False,51,2,11月,8
04-099-6,4,99,L,2,2,"ふ,千,","デ,詳","←,↓,",3,04-099,04-099-L,False,51,2,11月,8
04-099-7,4,99,L,3,1,"千,",デ,"↓,",2,04-099,04-099-L,False,51,2,11月,8
04-099-8,4,99,L,4,3,"ふ,千,佳,","デ,デ,デ","←,↓,↓,",4,04-099,04-099-L,False,51,2,11月,8
04-100-1,4,100,R,1,0,,n,nan,1,04-100,04-100-R,False,51,2,11月,8
04-100-2,4,100,R,2,3,"縁,唯,ゆ,","デ,デ,デ","←,↓,↓,",4,04-100,04-100-R,False,51,2,11月,8
04-100-3,4,100,R,3,3,"ゆ,唯,縁,","デ,デ,デ","←,→,→,",4,04-100,04-100-R,False,51,2,11月,8
04-100-4,4,100,R,4,2,"ゆ,唯,","詳,デ","←,↓,",3,04-100,04-100-R,False,51,2,11月,8
04-100-5,4,100,L,1,3,"縁,ゆ,唯,","デ,デ,デ","↓,←,↓,",4,04-100,04-100-L,False,51,2,11月,8
04-100-6,4,100,L,2,2,"ゆ,唯,",詳,"↓,↑,",2,04-100,04-100-L,False,51,2,11月,8
04-100-7,4,100,L,3,3,"ゆ,縁,唯,","デ,デ,デ","←,↓,↓,",4,04-100,04-100-L,False,51,2,11月,8
04-100-8,4,100,L,4,3,"ゆ,唯,縁,","デ,デ,デ","↓,→,→,",4,04-100,04-100-L,False,51,2,11月,8
04-101-3,4,101,R,3,2,"ゆ,唯,",詳,"↓,↑,",2,04-101,04-101-R,True,52,2,12月,8
04-101-4,4,101,R,4,3,"ゆ,縁,唯,","デ,デ,デ","←,↓,↓,",4,04-101,04-101-R,True,52,2,12月,8
04-101-7,4,101,L,3,2,"ゆ,唯,","デ,デ","←,↓,",3,04-101,04-101-L,True,52,2,12月,8
04-101-8,4,101,L,4,3,"ゆ,唯,縁,","デ,デ","↓,↑,↓,",3,04-101,04-101-L,True,52,2,12月,8
04-102-1,4,102,R,1,2,"縁,ゆ,","デ,デ","↓,→,",3,04-102,04-102-R,False,52,2,12月,8
04-102-2,4,102,R,2,3,"縁,唯,ゆ,","デ,デ,デ","←,↓,→,",4,04-102,04-102-R,False,52,2,12月,8
04-102-3,4,102,R,3,2,"ゆ,唯,","隠,デ","→,→,",3,04-102,04-102-R,False,52,2,12月,8
04-102-4,4,102,R,4,3,"縁,唯,ゆ,","デ,デ,デ","↓,↓,→,",4,04-102,04-102-R,False,52,2,12月,8
04-102-5,4,102,L,1,3,"ゆ,縁,唯,","デ,デ,デ","↓,↓,→,",4,04-102,04-102-L,False,52,2,12月,8
04-102-6,4,102,L,2,3,"縁,ゆ,唯,","デ,デ,デ","↓,←,↓,",4,04-102,04-102-L,False,52,2,12月,8
04-102-7,4,102,L,3,1,"ゆ,",詳,"↓,",2,04-102,04-102-L,False,52,2,12月,8
04-102-8,4,102,L,4,3,"ゆ,縁,唯,","デ,デ","↑,↓,↓,",3,04-102,04-102-L,False,52,2,12月,8
04-103-1,4,103,R,1,3,"ゆ,唯,縁,","デ,デ,デ","↓,→,→,",4,04-103,04-103-R,False,52,2,12月,8
04-103-2,4,103,R,2,2,"ゆ,唯,",詳,"↓,↑,",2,04-103,04-103-R,False,52,2,12月,8
04-103-3,4,103,R,3,3,"唯,縁,ゆ,","デ,デ,デ","↓,←,→,",4,04-103,04-103-R,False,52,2,12月,8
04-103-4,4,103,R,4,3,"ゆ,縁,唯,","デ,デ,隠","↓,↓,→,",4,04-103,04-103-R,False,52,2,12月,8
04-103-5,4,103,L,1,3,"唯,ゆ,縁,","詳,デ,デ","←,↓,↓,",4,04-103,04-103-L,False,52,2,12月,8
04-103-6,4,103,L,2,3,"縁,ゆ,唯,","デ,デ,デ","↓,←,↓,",4,04-103,04-103-L,False,52,2,12月,8
04-103-7,4,103,L,3,1,"ゆ,",デ,"↓,",2,04-103,04-103-L,False,52,2,12月,8
04-103-8,4,103,L,4,2,"ゆ,縁,","デ,デ","↓,↓,",3,04-103,04-103-L,False,52,2,12月,8
04-104-1,4,104,R,1,3,"縁,唯,ゆ,","デ,デ","↑,↓,→,",3,04-104,04-104-R,False,52,2,12月,8
04-104-2,4,104,R,2,2,"ゆ,唯,","詳,詳","←,↓,",3,04-104,04-104-R,False,52,2,12月,8
04-104-3,4,104,R,3,2,"縁,ゆ,",デ,"↓,↑,",2,04-104,04-104-R,False,52,2,12月,8
04-104-4,4,104,R,4,3,"ゆ,唯,縁,","デ,デ","↓,↑,→,",3,04-104,04-104-R,False,52,2,12月,8
04-104-5,4,104,L,1,2,"縁,唯,",詳,"↓,↑,",2,04-104,04-104-L,False,52,2,12月,8
